id_loan,loan_intent,loan_grade,loan_amount,loan_int_rate,loan_status,loan_percent_income,fk_cp
17223,PERSONAL,A,6500,,0,0.09,17223
17224,PERSONAL,A,1275,6.91,0,0.02,17224
17225,MEDICAL,A,1000,7.29,0,0.03,17225
17226,VENTURE,A,7000,5.79,0,0.17,17226
17227,DEBTCONSOLIDATION,B,6000,9.88,0,0.07,17227
17228,EDUCATION,B,8000,10.25,0,0.13,17228
17229,VENTURE,B,24000,12.18,0,0.12,17229
17230,EDUCATION,A,2500,7.51,0,0.1,17230
17231,DEBTCONSOLIDATION,A,3500,5.42,0,0.06,17231
17232,EDUCATION,C,7000,12.84,0,0.12,17232
17233,HOMEIMPROVEMENT,C,2000,13.49,0,0.03,17233
17234,DEBTCONSOLIDATION,C,16000,13.06,0,0.22,17234
17235,VENTURE,C,14750,12.99,0,0.35,17235
17236,VENTURE,B,10000,10.65,0,0.1,17236
17237,EDUCATION,B,19600,12.42,0,0.26,17237
17238,DEBTCONSOLIDATION,C,9500,,0,0.13,17238
17239,MEDICAL,C,13750,13.22,1,0.38,17239
17240,EDUCATION,D,5300,15.28,0,0.15,17240
17241,VENTURE,A,12000,7.49,0,0.15,17241
17242,VENTURE,A,6400,8.32,0,0.13,17242
17243,MEDICAL,A,10000,,0,0.25,17243
17244,EDUCATION,B,5000,12.69,1,0.17,17244
17245,EDUCATION,D,3000,16.29,1,0.19,17245
17246,EDUCATION,B,3500,12.69,0,0.07,17246
17247,MEDICAL,B,7000,10.65,0,0.09,17247
17248,DEBTCONSOLIDATION,D,9000,,1,0.12,17248
17249,EDUCATION,C,12000,13.57,0,0.12,17249
17250,DEBTCONSOLIDATION,C,1500,12.87,0,0.08,17250
17251,VENTURE,B,4800,11.99,0,0.15,17251
17252,EDUCATION,B,7500,9.83,0,0.12,17252
17253,PERSONAL,B,4450,11.49,0,0.13,17253
17254,EDUCATION,B,8500,,0,0.18,17254
17255,DEBTCONSOLIDATION,A,12000,8.94,0,0.11,17255
17256,VENTURE,B,8000,,0,0.22,17256
17257,DEBTCONSOLIDATION,F,25000,19.13,1,0.18,17257
17258,EDUCATION,A,6500,8,0,0.07,17258
17259,VENTURE,A,12400,7.51,0,0.16,17259
17260,MEDICAL,B,15000,10,1,0.52,17260
17261,DEBTCONSOLIDATION,D,5000,14.61,0,0.14,17261
17262,DEBTCONSOLIDATION,B,20000,10.38,0,0.27,17262
17263,PERSONAL,C,6000,13.92,0,0.06,17263
17264,HOMEIMPROVEMENT,D,11000,16.89,0,0.22,17264
17265,EDUCATION,B,8550,9.88,0,0.08,17265
17266,HOMEIMPROVEMENT,C,3600,13.43,1,0.08,17266
17267,MEDICAL,D,24000,15.28,1,0.21,17267
17268,MEDICAL,B,10800,11.12,1,0.32,17268
17269,PERSONAL,A,3000,6.03,0,0.07,17269
17270,PERSONAL,C,3000,,0,0.06,17270
17271,EDUCATION,A,8000,8.32,0,0.06,17271
17272,DEBTCONSOLIDATION,B,13250,10.99,0,0.44,17272
17273,DEBTCONSOLIDATION,B,9600,11.89,0,0.27,17273
17274,EDUCATION,A,7500,8,0,0.06,17274
17275,MEDICAL,A,17500,6.54,1,0.33,17275
17276,DEBTCONSOLIDATION,B,4000,10.74,1,0.28,17276
17277,HOMEIMPROVEMENT,C,15000,12.61,0,0.19,17277
17278,DEBTCONSOLIDATION,D,2900,,1,0.09,17278
17279,DEBTCONSOLIDATION,B,3000,,0,0.09,17279
17280,PERSONAL,C,7000,13.22,0,0.09,17280
17281,VENTURE,A,1800,8.49,0,0.07,17281
17282,EDUCATION,C,3000,11.03,0,0.04,17282
17283,PERSONAL,A,4000,5.42,0,0.06,17283
17284,VENTURE,A,7125,6.99,0,0.33,17284
17285,EDUCATION,A,3200,7.51,0,0.07,17285
17286,EDUCATION,A,9800,,0,0.16,17286
17287,DEBTCONSOLIDATION,B,2000,10.74,0,0.04,17287
17288,EDUCATION,A,8000,7.14,0,0.12,17288
17289,PERSONAL,C,10000,13.49,0,0.21,17289
17290,EDUCATION,B,15000,11.71,0,0.25,17290
17291,VENTURE,B,19750,11.14,1,0.66,17291
17292,VENTURE,A,9925,7.29,0,0.09,17292
17293,PERSONAL,A,3000,8.9,1,0.25,17293
17294,EDUCATION,A,5000,6.91,0,0.13,17294
17295,MEDICAL,A,6000,7.51,0,0.05,17295
17296,DEBTCONSOLIDATION,A,3000,,1,0.16,17296
17297,PERSONAL,A,5200,5.99,0,0.09,17297
17298,EDUCATION,C,5000,14.35,0,0.06,17298
17299,VENTURE,A,4000,5.79,0,0.2,17299
17300,MEDICAL,B,2000,11.49,0,0.04,17300
17301,VENTURE,B,10000,11.71,0,0.19,17301
17302,MEDICAL,B,3000,10.65,0,0.06,17302
17303,DEBTCONSOLIDATION,A,17500,7.88,0,0.29,17303
17304,VENTURE,A,12000,5.42,0,0.21,17304
17305,VENTURE,A,4400,5.99,0,0.09,17305
17306,MEDICAL,D,3800,18.25,1,0.11,17306
17307,EDUCATION,C,3200,12.68,0,0.09,17307
17308,PERSONAL,D,7500,13.87,0,0.12,17308
17309,DEBTCONSOLIDATION,C,21000,13.49,0,0.2,17309
17310,VENTURE,A,6000,7.51,0,0.13,17310
17311,HOMEIMPROVEMENT,C,10000,13.61,0,0.08,17311
17312,PERSONAL,A,6000,7.88,0,0.15,17312
17313,EDUCATION,A,12000,7.66,0,0.11,17313
17314,MEDICAL,A,4200,6.76,0,0.11,17314
17315,PERSONAL,A,3000,8.94,0,0.15,17315
17316,EDUCATION,A,7000,6.91,0,0.12,17316
17317,PERSONAL,B,2800,,0,0.12,17317
17318,VENTURE,C,6000,12.87,0,0.13,17318
17319,EDUCATION,A,2500,7.49,0,0.04,17319
17320,HOMEIMPROVEMENT,E,15000,16,1,0.27,17320
17321,MEDICAL,B,5000,12.18,0,0.11,17321
17322,PERSONAL,A,14000,7.29,0,0.35,17322
17323,EDUCATION,C,7500,11.28,0,0.07,17323
17324,PERSONAL,A,10000,5.79,0,0.21,17324
17325,EDUCATION,C,20000,12.29,1,0.34,17325
17326,DEBTCONSOLIDATION,A,18000,7.88,0,0.36,17326
17327,HOMEIMPROVEMENT,B,8000,12.21,0,0.11,17327
17328,MEDICAL,A,9000,8.94,0,0.19,17328
17329,VENTURE,C,8000,15.23,0,0.15,17329
17330,EDUCATION,A,20000,6.54,0,0.26,17330
17331,MEDICAL,B,12000,9.63,0,0.3,17331
17332,EDUCATION,A,1000,8,0,0.01,17332
17333,DEBTCONSOLIDATION,A,4500,7.42,0,0.05,17333
17334,DEBTCONSOLIDATION,A,10000,6.62,0,0.14,17334
17335,EDUCATION,B,4800,11.71,0,0.13,17335
17336,DEBTCONSOLIDATION,A,14850,8.9,1,0.47,17336
17337,PERSONAL,B,11000,11.14,0,0.13,17337
17338,HOMEIMPROVEMENT,A,8000,6.62,0,0.19,17338
17339,DEBTCONSOLIDATION,A,3000,5.99,0,0.05,17339
17340,EDUCATION,B,10000,12.69,0,0.06,17340
17341,HOMEIMPROVEMENT,A,7000,7.9,1,0.19,17341
17342,HOMEIMPROVEMENT,B,15000,11.71,0,0.2,17342
17343,VENTURE,C,4200,11.66,0,0.06,17343
17344,MEDICAL,B,1000,11.99,1,0.03,17344
17345,DEBTCONSOLIDATION,A,12000,6.54,1,0.34,17345
17346,VENTURE,C,5000,,1,0.12,17346
17347,MEDICAL,C,2275,13.06,0,0.14,17347
17348,MEDICAL,A,12000,8.9,0,0.18,17348
17349,MEDICAL,D,10000,15.28,1,0.12,17349
17350,PERSONAL,D,5500,16.89,0,0.16,17350
17351,PERSONAL,B,3600,9.91,0,0.14,17351
17352,DEBTCONSOLIDATION,C,11000,13.22,0,0.22,17352
17353,VENTURE,A,3500,6.76,0,0.07,17353
17354,EDUCATION,C,1000,15.27,0,0.04,17354
17355,DEBTCONSOLIDATION,A,12000,6.62,0,0.2,17355
17356,DEBTCONSOLIDATION,E,20000,,1,0.31,17356
17357,MEDICAL,C,1400,14.27,0,0.04,17357
17358,HOMEIMPROVEMENT,B,13000,12.69,1,0.12,17358
17359,PERSONAL,B,6900,9.99,0,0.25,17359
17360,MEDICAL,A,12000,8.07,1,0.6,17360
17361,MEDICAL,B,10000,12.18,0,0.17,17361
17362,EDUCATION,A,1950,7.37,0,0.05,17362
17363,MEDICAL,A,2800,7.88,0,0.07,17363
17364,VENTURE,C,12300,,0,0.22,17364
17365,EDUCATION,A,5000,8.49,1,0.07,17365
17366,EDUCATION,A,12000,,0,0.21,17366
17367,DEBTCONSOLIDATION,C,10000,12.98,0,0.22,17367
17368,MEDICAL,B,1375,11.11,1,0.06,17368
17369,PERSONAL,C,20000,13.06,0,0.2,17369
17370,VENTURE,B,5500,11.36,0,0.11,17370
17371,MEDICAL,E,16000,16.45,1,0.22,17371
17372,EDUCATION,C,7400,13.99,1,0.17,17372
17373,PERSONAL,C,10000,15.23,0,0.11,17373
17374,EDUCATION,A,7500,7.88,0,0.2,17374
17375,EDUCATION,D,15000,15.99,0,0.15,17375
17376,VENTURE,C,12000,13.16,0,0.14,17376
17377,EDUCATION,A,13200,6.17,0,0.18,17377
17378,MEDICAL,A,8500,7.68,0,0.3,17378
17379,MEDICAL,C,8400,14.65,1,0.1,17379
17380,MEDICAL,F,20000,19.13,1,0.35,17380
17381,VENTURE,A,4500,5.99,1,0.29,17381
17382,PERSONAL,A,10000,8.94,0,0.2,17382
17383,DEBTCONSOLIDATION,D,8000,16,1,0.1,17383
17384,DEBTCONSOLIDATION,B,10000,11.99,0,0.13,17384
17385,PERSONAL,B,8000,12.53,0,0.13,17385
17386,HOMEIMPROVEMENT,D,15000,15.33,0,0.39,17386
17387,MEDICAL,B,18000,,0,0.1,17387
17388,EDUCATION,A,4800,7.9,0,0.1,17388
17389,DEBTCONSOLIDATION,A,11000,5.42,0,0.26,17389
17390,PERSONAL,B,17500,11.71,0,0.18,17390
17391,MEDICAL,B,5000,10.99,0,0.06,17391
17392,DEBTCONSOLIDATION,C,8000,14.26,0,0.21,17392
17393,DEBTCONSOLIDATION,A,10000,6.62,1,0.2,17393
17394,VENTURE,C,14000,14.27,0,0.27,17394
17395,MEDICAL,E,2500,15.68,1,0.07,17395
17396,DEBTCONSOLIDATION,A,5000,6.54,0,0.08,17396
17397,PERSONAL,A,13000,5.42,0,0.19,17397
17398,EDUCATION,C,10000,13.49,0,0.26,17398
17399,EDUCATION,A,5000,8.9,0,0.17,17399
17400,PERSONAL,C,10000,13.06,0,0.09,17400
17401,PERSONAL,C,3000,13.47,0,0.05,17401
17402,VENTURE,A,7000,7.9,0,0.11,17402
17403,EDUCATION,F,16000,17.15,1,0.28,17403
17404,VENTURE,B,2500,10.59,0,0.1,17404
17405,PERSONAL,C,20000,13.48,0,0.3,17405
17406,MEDICAL,D,4500,17.27,1,0.13,17406
17407,MEDICAL,D,10000,16.32,1,0.13,17407
17408,PERSONAL,C,3200,13.49,0,0.1,17408
17409,EDUCATION,C,10625,14.27,1,0.24,17409
17410,VENTURE,A,3250,6.76,0,0.05,17410
17411,EDUCATION,B,35000,,0,0.31,17411
17412,MEDICAL,C,6000,15.27,0,0.21,17412
17413,EDUCATION,D,3000,16,0,0.14,17413
17414,VENTURE,C,2000,13.16,0,0.07,17414
17415,PERSONAL,A,9000,,0,0.11,17415
17416,MEDICAL,A,6600,8.59,0,0.19,17416
17417,DEBTCONSOLIDATION,D,5000,15.65,0,0.1,17417
17418,MEDICAL,A,1000,8.59,0,0.01,17418
17419,MEDICAL,B,1500,12.18,1,0.08,17419
17420,VENTURE,A,4000,,0,0.04,17420
17421,DEBTCONSOLIDATION,C,19000,,1,0.35,17421
17422,EDUCATION,A,10000,6.17,0,0.12,17422
17423,VENTURE,B,10000,11.49,0,0.15,17423
17424,VENTURE,B,8500,12.53,0,0.17,17424
17425,EDUCATION,A,14000,6.03,0,0.29,17425
17426,MEDICAL,C,5000,,0,0.17,17426
17427,EDUCATION,C,8400,14.65,0,0.28,17427
17428,MEDICAL,E,5000,16.45,1,0.2,17428
17429,EDUCATION,D,9000,14.11,1,0.2,17429
17430,EDUCATION,A,1200,7.68,0,0.04,17430
17431,DEBTCONSOLIDATION,G,25000,18.84,1,0.28,17431
17432,EDUCATION,A,7200,6.91,0,0.16,17432
17433,EDUCATION,B,10000,10.99,0,0.11,17433
17434,EDUCATION,F,22500,18.99,1,0.32,17434
17435,MEDICAL,D,12500,15.33,0,0.17,17435
17436,PERSONAL,D,15000,14.61,0,0.27,17436
17437,DEBTCONSOLIDATION,B,15000,11.58,0,0.12,17437
17438,HOMEIMPROVEMENT,C,6500,13.22,0,0.1,17438
17439,PERSONAL,B,20000,9.45,0,0.21,17439
17440,PERSONAL,B,14000,9.88,1,0.38,17440
17441,MEDICAL,B,13000,10.62,0,0.21,17441
17442,VENTURE,A,7800,6.62,0,0.16,17442
17443,EDUCATION,B,5000,11.49,0,0.07,17443
17444,DEBTCONSOLIDATION,B,2500,,0,0.06,17444
17445,VENTURE,A,5000,6.99,0,0.11,17445
17446,MEDICAL,B,10000,10.25,0,0.3,17446
17447,EDUCATION,B,12000,10.38,0,0.16,17447
17448,EDUCATION,E,6000,17.19,1,0.13,17448
17449,MEDICAL,B,4500,,1,0.08,17449
17450,EDUCATION,B,7500,10.39,0,0.12,17450
17451,EDUCATION,D,10000,16.49,0,0.35,17451
17452,MEDICAL,D,12000,14.11,1,0.21,17452
17453,HOMEIMPROVEMENT,C,10400,11.66,0,0.18,17453
17454,EDUCATION,B,9200,11.86,0,0.14,17454
17455,EDUCATION,C,1500,13.99,1,0.18,17455
17456,PERSONAL,A,15000,8.49,1,0.18,17456
17457,EDUCATION,C,2000,12.98,0,0.04,17457
17458,EDUCATION,A,1300,5.42,0,0.05,17458
17459,VENTURE,C,13000,12.23,0,0.26,17459
17460,VENTURE,B,14400,11.71,0,0.21,17460
17461,DEBTCONSOLIDATION,B,5000,11.36,0,0.11,17461
17462,PERSONAL,B,2000,,0,0.05,17462
17463,EDUCATION,B,15000,9.88,0,0.29,17463
17464,VENTURE,A,12000,5.42,0,0.17,17464
17465,EDUCATION,B,7000,11.46,1,0.16,17465
17466,EDUCATION,A,7000,5.79,0,0.12,17466
17467,VENTURE,D,16000,14.42,1,0.25,17467
17468,EDUCATION,B,6500,10.37,0,0.15,17468
17469,EDUCATION,B,3600,10.59,0,0.06,17469
17470,PERSONAL,E,19500,15.57,1,0.4,17470
17471,VENTURE,D,1000,15.58,1,0.02,17471
17472,DEBTCONSOLIDATION,C,7750,12.53,0,0.17,17472
17473,VENTURE,C,4800,14.22,0,0.04,17473
17474,EDUCATION,A,9600,7.51,1,0.2,17474
17475,PERSONAL,C,5000,13.57,0,0.22,17475
17476,VENTURE,A,10000,5.79,0,0.18,17476
17477,PERSONAL,C,14000,12.99,0,0.39,17477
17478,MEDICAL,A,10000,7.29,0,0.14,17478
17479,EDUCATION,C,6000,11.66,0,0.22,17479
17480,MEDICAL,A,10000,7.51,0,0.17,17480
17481,MEDICAL,A,1000,,0,0.03,17481
17482,EDUCATION,B,25000,11.36,0,0.14,17482
17483,EDUCATION,A,9000,7.51,0,0.11,17483
17484,DEBTCONSOLIDATION,C,7000,12.53,0,0.17,17484
17485,PERSONAL,B,9500,12.53,0,0.17,17485
17486,EDUCATION,A,5000,8.94,1,0.1,17486
17487,VENTURE,B,5000,11.86,0,0.25,17487
17488,PERSONAL,B,6900,9.99,0,0.12,17488
17489,EDUCATION,A,9600,,0,0.19,17489
17490,EDUCATION,C,8000,,0,0.24,17490
17491,DEBTCONSOLIDATION,B,16000,10.99,0,0.42,17491
17492,EDUCATION,B,19200,11.99,0,0.18,17492
17493,VENTURE,A,12800,6.92,0,0.17,17493
17494,EDUCATION,B,24250,11.12,0,0.26,17494
17495,EDUCATION,A,17000,6.62,0,0.39,17495
17496,DEBTCONSOLIDATION,A,5000,7.49,0,0.14,17496
17497,PERSONAL,B,5550,11.36,1,0.18,17497
17498,EDUCATION,A,2700,6.92,0,0.06,17498
17499,MEDICAL,E,20000,17.51,1,0.27,17499
17500,VENTURE,A,14000,5.42,0,0.2,17500
17501,EDUCATION,D,5000,14.96,0,0.05,17501
17502,DEBTCONSOLIDATION,D,8000,16.77,1,0.38,17502
17503,MEDICAL,A,12000,,0,0.25,17503
17504,EDUCATION,A,14125,6.99,0,0.51,17504
17505,VENTURE,B,15550,11.71,0,0.29,17505
17506,DEBTCONSOLIDATION,B,6000,,0,0.14,17506
17507,PERSONAL,D,10000,14.91,0,0.19,17507
17508,DEBTCONSOLIDATION,A,12200,7.29,0,0.14,17508
17509,HOMEIMPROVEMENT,C,5000,11.34,0,0.06,17509
17510,VENTURE,A,8000,6.62,0,0.24,17510
17511,HOMEIMPROVEMENT,A,17000,7.51,0,0.24,17511
17512,PERSONAL,B,2500,12.69,1,0.21,17512
17513,EDUCATION,B,16000,12.42,0,0.22,17513
17514,DEBTCONSOLIDATION,D,8000,15.65,1,0.28,17514
17515,MEDICAL,D,9000,15.05,1,0.11,17515
17516,DEBTCONSOLIDATION,D,13000,15.33,1,0.25,17516
17517,PERSONAL,C,13000,13.57,1,0.38,17517
17518,VENTURE,A,5050,5.42,0,0.07,17518
17519,MEDICAL,A,6000,,0,0.1,17519
17520,PERSONAL,A,1000,7.68,0,0.01,17520
17521,EDUCATION,B,5000,9.99,0,0.08,17521
17522,PERSONAL,E,5000,16.35,0,0.06,17522
17523,DEBTCONSOLIDATION,A,4000,,0,0.1,17523
17524,MEDICAL,A,8500,5.42,1,0.16,17524
17525,EDUCATION,C,7000,12.99,0,0.12,17525
17526,DEBTCONSOLIDATION,A,5000,8.9,0,0.11,17526
17527,HOMEIMPROVEMENT,E,24000,19.69,1,0.22,17527
17528,PERSONAL,C,6000,,0,0.23,17528
17529,PERSONAL,B,10000,,0,0.11,17529
17530,EDUCATION,B,10000,9.91,1,0.46,17530
17531,EDUCATION,C,20000,,1,0.34,17531
17532,EDUCATION,D,35000,18.25,0,0.27,17532
17533,DEBTCONSOLIDATION,D,15000,16,1,0.18,17533
17534,HOMEIMPROVEMENT,F,35000,20.25,1,0.32,17534
17535,DEBTCONSOLIDATION,A,6600,8.9,0,0.1,17535
17536,VENTURE,B,10000,10.36,0,0.25,17536
17537,VENTURE,A,1500,7.49,0,0.02,17537
17538,EDUCATION,E,15000,18.64,1,0.31,17538
17539,PERSONAL,A,5000,5.42,0,0.09,17539
17540,PERSONAL,B,17600,10.59,0,0.18,17540
17541,VENTURE,A,6300,5.79,0,0.08,17541
17542,EDUCATION,A,10000,7.88,0,0.02,17542
17543,PERSONAL,B,7875,10.65,0,0.14,17543
17544,MEDICAL,B,6000,11.14,0,0.04,17544
17545,DEBTCONSOLIDATION,A,5250,,0,0.15,17545
17546,DEBTCONSOLIDATION,B,20000,8.88,1,0.59,17546
17547,VENTURE,D,20000,15.05,0,0.25,17547
17548,DEBTCONSOLIDATION,D,10000,14.09,1,0.14,17548
17549,MEDICAL,D,5000,14.96,1,0.17,17549
17550,EDUCATION,A,6025,,0,0.1,17550
17551,VENTURE,B,11000,11.71,0,0.38,17551
17552,PERSONAL,A,1800,8.94,0,0.05,17552
17553,DEBTCONSOLIDATION,B,11000,10.74,0,0.19,17553
17554,VENTURE,B,6000,10.71,0,0.19,17554
17555,VENTURE,C,10000,12.84,0,0.21,17555
17556,VENTURE,A,9950,7.29,0,0.27,17556
17557,EDUCATION,B,3800,10.65,0,0.08,17557
17558,DEBTCONSOLIDATION,A,7000,8.59,0,0.07,17558
17559,MEDICAL,C,2500,12.84,1,0.09,17559
17560,MEDICAL,A,6700,7.66,1,0.56,17560
17561,DEBTCONSOLIDATION,B,10000,9.45,0,0.14,17561
17562,EDUCATION,C,10000,12.61,0,0.14,17562
17563,MEDICAL,A,3000,6.03,0,0.1,17563
17564,EDUCATION,B,8875,10,1,0.36,17564
17565,DEBTCONSOLIDATION,B,2000,11.71,0,0.05,17565
17566,EDUCATION,C,8800,14.27,0,0.05,17566
17567,VENTURE,A,4500,7.74,0,0.06,17567
17568,PERSONAL,A,20000,6.91,0,0.27,17568
17569,VENTURE,B,2000,9.25,0,0.05,17569
17570,MEDICAL,D,7500,13.24,1,0.07,17570
17571,PERSONAL,C,2200,,1,0.18,17571
17572,EDUCATION,B,1000,,0,0.02,17572
17573,VENTURE,B,17000,12.42,0,0.34,17573
17574,HOMEIMPROVEMENT,B,12000,10.37,0,0.17,17574
17575,VENTURE,C,6000,13.16,1,0.2,17575
17576,EDUCATION,B,12000,11.11,0,0.12,17576
17577,MEDICAL,B,13250,,1,0.4,17577
17578,HOMEIMPROVEMENT,A,6000,6.54,1,0.31,17578
17579,PERSONAL,B,8000,10.99,0,0.2,17579
17580,HOMEIMPROVEMENT,A,10000,5.79,0,0.18,17580
17581,VENTURE,B,8575,10.65,0,0.24,17581
17582,PERSONAL,A,6000,7.51,0,0.1,17582
17583,PERSONAL,B,5000,9.99,0,0.09,17583
17584,MEDICAL,C,3600,12.23,1,0.33,17584
17585,VENTURE,B,3600,10.59,0,0.05,17585
17586,VENTURE,B,25000,11.71,0,0.25,17586
17587,EDUCATION,C,4750,12.73,1,0.34,17587
17588,VENTURE,D,1000,14.11,0,0.01,17588
17589,EDUCATION,A,4700,7.9,0,0.11,17589
17590,MEDICAL,C,8000,13.85,0,0.15,17590
17591,PERSONAL,B,35000,10.59,0,0.25,17591
17592,EDUCATION,A,9000,9.63,0,0.21,17592
17593,EDUCATION,B,3200,11.99,0,0.1,17593
17594,EDUCATION,B,6800,10.65,1,0.15,17594
17595,VENTURE,A,9000,6.76,0,0.13,17595
17596,EDUCATION,B,6000,11.49,0,0.15,17596
17597,MEDICAL,D,12000,,1,0.2,17597
17598,VENTURE,B,7500,9.76,0,0.11,17598
17599,DEBTCONSOLIDATION,A,7000,8.9,0,0.3,17599
17600,DEBTCONSOLIDATION,A,6000,7.51,0,0.2,17600
17601,VENTURE,B,10000,9.88,0,0.2,17601
17602,DEBTCONSOLIDATION,A,3000,7.9,1,0.17,17602
17603,VENTURE,B,5000,11.49,0,0.14,17603
17604,VENTURE,A,3200,8.49,1,0.18,17604
17605,HOMEIMPROVEMENT,A,2000,7.37,0,0.02,17605
17606,PERSONAL,C,4000,13.98,0,0.08,17606
17607,DEBTCONSOLIDATION,A,7500,8.32,0,0.07,17607
17608,VENTURE,D,4800,14.54,0,0.15,17608
17609,PERSONAL,A,3500,5.42,0,0.03,17609
17610,EDUCATION,A,4000,7.68,0,0.13,17610
17611,MEDICAL,D,15000,16.49,1,0.19,17611
17612,MEDICAL,A,1200,7.9,0,0.06,17612
17613,PERSONAL,B,17000,10.38,1,0.37,17613
17614,PERSONAL,C,7000,14.22,0,0.12,17614
17615,VENTURE,C,4000,13.11,0,0.11,17615
17616,MEDICAL,B,4000,9.76,0,0.13,17616
17617,EDUCATION,C,18000,12.68,0,0.2,17617
17618,MEDICAL,D,20000,14.74,1,0.3,17618
17619,MEDICAL,B,25000,10.62,0,0.29,17619
17620,DEBTCONSOLIDATION,C,5600,13.11,0,0.08,17620
17621,MEDICAL,D,3600,15.62,1,0.1,17621
17622,DEBTCONSOLIDATION,A,10000,7.88,0,0.23,17622
17623,PERSONAL,A,6200,,0,0.1,17623
17624,VENTURE,A,9000,6.17,0,0.15,17624
17625,MEDICAL,C,8500,13.16,0,0.27,17625
17626,MEDICAL,A,12000,7.66,0,0.29,17626
17627,VENTURE,B,13800,11.48,0,0.32,17627
17628,VENTURE,D,5000,15.62,0,0.06,17628
17629,DEBTCONSOLIDATION,F,7200,18.53,1,0.09,17629
17630,EDUCATION,A,6000,5.79,0,0.1,17630
17631,DEBTCONSOLIDATION,B,7000,11.49,1,0.11,17631
17632,EDUCATION,D,5000,15.33,1,0.26,17632
17633,VENTURE,C,16000,13.22,0,0.18,17633
17634,EDUCATION,A,16000,7.88,0,0.2,17634
17635,EDUCATION,C,6800,12.53,1,0.12,17635
17636,EDUCATION,C,10000,13.79,1,0.29,17636
17637,VENTURE,A,6000,8.94,0,0.12,17637
17638,PERSONAL,E,10000,19.29,1,0.33,17638
17639,PERSONAL,D,5975,14.46,1,0.13,17639
17640,VENTURE,B,16000,9.88,0,0.2,17640
17641,DEBTCONSOLIDATION,C,6000,13.92,0,0.07,17641
17642,VENTURE,B,3000,11.99,0,0.09,17642
17643,MEDICAL,A,2000,,0,0.1,17643
17644,EDUCATION,B,1500,9.62,0,0.03,17644
17645,MEDICAL,C,6500,13.85,0,0.22,17645
17646,VENTURE,C,14400,12.68,0,0.21,17646
17647,EDUCATION,B,10000,10.65,0,0.1,17647
17648,EDUCATION,A,7000,8.94,1,0.18,17648
17649,MEDICAL,A,5000,8.49,0,0.05,17649
17650,EDUCATION,E,18250,16.7,1,0.33,17650
17651,EDUCATION,B,4150,10.65,0,0.04,17651
17652,EDUCATION,A,1000,7.29,0,0.02,17652
17653,VENTURE,A,10000,7.66,0,0.29,17653
17654,EDUCATION,A,12000,7.9,0,0.3,17654
17655,VENTURE,A,12000,5.42,1,0.63,17655
17656,MEDICAL,B,2000,10.38,0,0.07,17656
17657,DEBTCONSOLIDATION,B,12000,11.99,0,0.13,17657
17658,PERSONAL,A,2000,7.29,0,0.02,17658
17659,DEBTCONSOLIDATION,C,8500,13.23,0,0.32,17659
17660,DEBTCONSOLIDATION,A,2500,6.76,0,0.09,17660
17661,PERSONAL,D,10000,15.65,1,0.23,17661
17662,EDUCATION,A,11250,9.38,0,0.25,17662
17663,DEBTCONSOLIDATION,E,20000,16.7,1,0.36,17663
17664,EDUCATION,B,5000,10.25,0,0.15,17664
17665,DEBTCONSOLIDATION,B,25000,9.62,0,0.36,17665
17666,MEDICAL,B,11500,9.99,0,0.17,17666
17667,EDUCATION,A,10000,6.92,0,0.27,17667
17668,DEBTCONSOLIDATION,D,7500,14.96,1,0.3,17668
17669,EDUCATION,B,15000,9.45,0,0.24,17669
17670,PERSONAL,B,5000,9.91,0,0.13,17670
17671,VENTURE,C,20000,14.26,0,0.25,17671
17672,MEDICAL,B,4200,9.91,0,0.08,17672
17673,HOMEIMPROVEMENT,D,21000,16.49,1,0.21,17673
17674,EDUCATION,A,4000,6.92,0,0.08,17674
17675,EDUCATION,B,5000,10.59,0,0.13,17675
17676,DEBTCONSOLIDATION,C,12250,12.23,0,0.2,17676
17677,DEBTCONSOLIDATION,B,15000,10.75,0,0.28,17677
17678,MEDICAL,C,8400,13.47,0,0.14,17678
17679,EDUCATION,D,6500,15.95,1,0.18,17679
17680,EDUCATION,B,10000,9.63,0,0.2,17680
17681,EDUCATION,C,13000,12.99,0,0.29,17681
17682,EDUCATION,B,7500,10.99,0,0.16,17682
17683,EDUCATION,B,8000,10.37,0,0.14,17683
17684,MEDICAL,A,7000,7.14,0,0.12,17684
17685,EDUCATION,B,14400,,0,0.35,17685
17686,VENTURE,B,10000,11.49,0,0.13,17686
17687,MEDICAL,C,12000,12.23,0,0.19,17687
17688,DEBTCONSOLIDATION,C,5000,13.85,0,0.15,17688
17689,MEDICAL,B,20000,,0,0.26,17689
17690,DEBTCONSOLIDATION,B,6000,10.59,0,0.06,17690
17691,VENTURE,B,6000,10,0,0.07,17691
17692,DEBTCONSOLIDATION,B,12000,10.99,0,0.27,17692
17693,MEDICAL,A,9000,,1,0.27,17693
17694,DEBTCONSOLIDATION,A,3200,8.49,0,0.06,17694
17695,VENTURE,C,5500,12.53,0,0.2,17695
17696,DEBTCONSOLIDATION,B,4000,10.99,1,0.22,17696
17697,MEDICAL,B,5000,9.99,0,0.08,17697
17698,VENTURE,C,7200,12.23,0,0.08,17698
17699,EDUCATION,D,25000,15.21,1,0.36,17699
17700,VENTURE,A,6000,7.88,0,0.21,17700
17701,DEBTCONSOLIDATION,C,17000,13.11,0,0.2,17701
17702,DEBTCONSOLIDATION,C,6500,14.35,0,0.15,17702
